,dt_1,dE_1,power.rails.gpu,dt_21,dE_21,power.rails.display,dt_14,dE_14,power.rails.cpu.big,dt_13,dE_13,power.rails.cpu.mid,dt_15,dE_15,power.rails.cpu.little,dt_3,dE_3,power.rails.ddr.a,dt_8,dE_8,power.rails.ddr.b,dt_2,dE_2,power.rails.ddr.c,dt_12,dE_12,power.rails.memory.interface,dt_17,dE_17,power.rails.ldo.main.a,dt_19,dE_19,power.rails.ldo.main.b,dt_7,dE_7,power.rails.ldo.sub
23,0.303,0.000289,0.0009537953795379537,0.303,0.050345999999999995,0.16615841584158414,0.303,0.0,0.0,0.303,0.000576,0.0019009900990099012,0.303,0.012199999999999999,0.04026402640264026,0.303,0.0019069999999999998,0.0062937293729372935,0.303,0.002056,0.006785478547854786,0.303,0.004713,0.015554455445544556,0.303,0.0039049999999999996,0.012887788778877887,0.303,0.014062999999999999,0.04641254125412541,0.303,0.014098999999999999,0.04653135313531353,0.303,0.0073219999999999995,0.024165016501650163
24,0.197,0.00018999999999999998,0.000964467005076142,0.197,0.052646,0.267238578680203,0.197,0.0,0.0,0.197,0.000376,0.0019086294416243653,0.197,0.007574999999999999,0.03845177664974619,0.197,0.0014349999999999999,0.007284263959390862,0.197,0.001292,0.006558375634517766,0.197,0.002927,0.014857868020304567,0.197,0.002245,0.011395939086294415,0.197,0.009217999999999999,0.04679187817258883,0.197,0.009071,0.046045685279187815,0.197,0.004902,0.024883248730964466
25,0.252,0.000235,0.0009325396825396825,0.252,0.035681,0.14159126984126982,0.252,0.003485,0.013829365079365078,0.252,0.000714,0.0028333333333333335,0.252,0.00714,0.028333333333333332,0.252,0.0015919999999999999,0.006317460317460317,0.252,0.0015149999999999999,0.006011904761904762,0.252,0.0036699999999999997,0.014563492063492061,0.252,0.002882,0.011436507936507936,0.252,0.011389999999999999,0.045198412698412696,0.252,0.011652,0.04623809523809524,0.252,0.006389,0.025353174603174603
26,0.24800000000000003,0.000242,0.0009758064516129032,0.24800000000000003,0.059569,0.24019758064516125,0.24800000000000003,0.0,0.0,0.24800000000000003,0.000474,0.0019112903225806449,0.24800000000000003,0.0068579999999999995,0.027653225806451607,0.24800000000000003,0.0016619999999999998,0.006701612903225805,0.24800000000000003,0.0016259999999999998,0.006556451612903224,0.24800000000000003,0.0036639999999999997,0.014774193548387094,0.24800000000000003,0.0029389999999999998,0.011850806451612902,0.24800000000000003,0.011217,0.045229838709677415,0.24800000000000003,0.011481,0.046294354838709674,0.24800000000000003,0.006065,0.02445564516129032
27,0.303,0.00028199999999999997,0.0009306930693069307,0.303,0.056988,0.18807920792079208,0.303,0.0,0.0,0.303,0.0005859999999999999,0.001933993399339934,0.303,0.010912,0.03601320132013201,0.303,0.001989,0.006564356435643564,0.303,0.002116,0.006983498349834983,0.303,0.004373999999999999,0.014435643564356435,0.303,0.003875,0.01278877887788779,0.303,0.013949999999999999,0.04603960396039604,0.303,0.013878,0.0458019801980198,0.303,0.00752,0.024818481848184817
28,0.199,0.000185,0.0009296482412060301,0.199,0.036531999999999995,0.18357788944723616,0.199,0.0,0.0,0.199,0.00039299999999999996,0.001974874371859296,0.199,0.006294999999999999,0.03163316582914572,0.199,0.001323,0.0066482412060301505,0.199,0.0012389999999999999,0.006226130653266331,0.199,0.003003,0.015090452261306533,0.199,0.002326,0.011688442211055276,0.199,0.009382,0.047145728643216075,0.199,0.009219,0.04632663316582914,0.199,0.005006,0.02515577889447236
29,0.24900000000000003,0.000225,0.0009036144578313252,0.24900000000000003,0.052396,0.21042570281124495,0.24900000000000003,0.0,0.0,0.24900000000000003,0.0005,0.002008032128514056,0.24900000000000003,0.008971,0.03602811244979919,0.24900000000000003,0.001669,0.006702811244979919,0.24900000000000003,0.0016929999999999998,0.006799196787148593,0.24900000000000003,0.003392,0.013622489959839355,0.24900000000000003,0.002815,0.011305220883534134,0.24900000000000003,0.011581,0.046510040160642564,0.24900000000000003,0.011472999999999999,0.046076305220883525,0.24900000000000003,0.006162,0.024746987951807225
30,0.24700000000000003,0.000227,0.0009190283400809715,0.24800000000000003,0.039709,0.16011693548387096,0.24800000000000003,0.0,0.0,0.24800000000000003,0.00046699999999999997,0.001883064516129032,0.24800000000000003,0.007891,0.03181854838709677,0.24700000000000003,0.001658,0.006712550607287449,0.24700000000000003,0.0015459999999999998,0.00625910931174089,0.24700000000000003,0.003446,0.013951417004048582,0.24800000000000003,0.002934,0.01183064516129032,0.24800000000000003,0.011252,0.045370967741935476,0.24800000000000003,0.011597,0.046762096774193546,0.24700000000000003,0.006123,0.024789473684210524
31,0.306,0.000285,0.0009313725490196079,0.305,0.069392,0.22751475409836064,0.305,0.0,0.0,0.305,0.000587,0.001924590163934426,0.305,0.011231999999999999,0.036826229508196716,0.306,0.002012,0.00657516339869281,0.306,0.002097,0.006852941176470588,0.306,0.004528,0.014797385620915033,0.305,0.003848,0.01261639344262295,0.305,0.014086,0.04618360655737705,0.305,0.013975999999999999,0.04582295081967213,0.306,0.0077399999999999995,0.02529411764705882
32,0.196,0.000186,0.0009489795918367346,0.196,0.025953999999999998,0.13241836734693876,0.196,0.0,0.0,0.196,0.00036199999999999996,0.0018469387755102038,0.196,0.006209999999999999,0.03168367346938775,0.196,0.001222,0.00623469387755102,0.196,0.001113,0.005678571428571429,0.196,0.002578,0.013153061224489795,0.196,0.002191,0.011178571428571427,0.196,0.009434,0.04813265306122449,0.196,0.009165999999999999,0.046765306122448974,0.196,0.004876999999999999,0.024882653061224485
33,0.24900000000000003,0.000214,0.0008594377510040159,0.24900000000000003,0.061013,0.2450321285140562,0.24900000000000003,0.0036439999999999997,0.014634538152610439,0.24900000000000003,0.000578,0.0023212851405622487,0.24900000000000003,0.008594,0.03451405622489959,0.24900000000000003,0.00164,0.006586345381526104,0.24900000000000003,0.0016749999999999998,0.006726907630522087,0.24900000000000003,0.003378,0.013566265060240962,0.24900000000000003,0.002751,0.011048192771084335,0.24900000000000003,0.011523,0.046277108433734934,0.24900000000000003,0.011504,0.0462008032128514,0.24900000000000003,0.006182,0.02482730923694779
34,0.25,0.000223,0.000892,0.25,0.041901999999999995,0.16760799999999998,0.25,0.0,0.0,0.25,0.0008049999999999999,0.0032199999999999998,0.25,0.008923,0.035692,0.25,0.0015849999999999998,0.006339999999999999,0.25,0.001601,0.006404,0.25,0.0038429999999999996,0.015371999999999999,0.25,0.003012,0.012048,0.25,0.01158,0.04632,0.25,0.011542,0.046168,0.25,0.0061589999999999995,0.024635999999999998
35,0.308,0.000267,0.0008668831168831168,0.309,0.057845,0.18720064724919094,0.309,0.0,0.0,0.309,0.000607,0.001964401294498382,0.309,0.012051,0.039,0.308,0.001954,0.006344155844155844,0.308,0.0025629999999999997,0.00832142857142857,0.308,0.004938,0.01603246753246753,0.309,0.003842,0.012433656957928802,0.309,0.014265,0.04616504854368932,0.309,0.014254999999999999,0.046132686084142394,0.308,0.007875,0.02556818181818182
36,0.194,0.000176,0.0009072164948453607,0.193,0.048041999999999994,0.2489222797927461,0.193,0.0,0.0,0.193,0.00037799999999999997,0.001958549222797927,0.193,0.006057,0.03138341968911917,0.194,0.001291,0.006654639175257732,0.194,0.0012289999999999998,0.006335051546391752,0.194,0.003006,0.015494845360824742,0.193,0.002371,0.012284974093264248,0.193,0.009124,0.04727461139896373,0.193,0.009009999999999999,0.04668393782383419,0.194,0.004765999999999999,0.024567010309278346
37,0.24900000000000003,0.000236,0.0009477911646586344,0.24900000000000003,0.038631,0.15514457831325298,0.24900000000000003,0.0,0.0,0.24900000000000003,0.0027749999999999997,0.011144578313253009,0.24900000000000003,0.008192999999999999,0.03290361445783132,0.24900000000000003,0.0017,0.00682730923694779,0.24900000000000003,0.0015999999999999999,0.0064257028112449785,0.24900000000000003,0.003375,0.013554216867469878,0.24900000000000003,0.002839,0.01140160642570281,0.24900000000000003,0.011297999999999999,0.04537349397590361,0.24900000000000003,0.011526999999999999,0.046293172690763044,0.24900000000000003,0.006065999999999999,0.024361445783132527
38,0.24900000000000003,0.000225,0.0009036144578313252,0.24900000000000003,0.063253,0.25402811244979917,0.24900000000000003,0.0,0.0,0.24900000000000003,0.00047799999999999996,0.0019196787148594375,0.24900000000000003,0.006931,0.027835341365461844,0.24900000000000003,0.001602,0.006433734939759035,0.24900000000000003,0.001565,0.0062851405622489954,0.24900000000000003,0.0035069999999999997,0.014084337349397588,0.24900000000000003,0.002944,0.011823293172690761,0.24900000000000003,0.011380999999999999,0.04570682730923694,0.24900000000000003,0.011434,0.045919678714859434,0.24900000000000003,0.0072699999999999996,0.02919678714859437
39,0.308,0.000281,0.0009123376623376623,0.308,0.053862999999999994,0.1748798701298701,0.308,0.0,0.0,0.308,0.0005729999999999999,0.0018603896103896102,0.308,0.013696,0.04446753246753247,0.308,0.002035,0.006607142857142857,0.308,0.002408,0.007818181818181818,0.308,0.004811,0.015620129870129871,0.308,0.004232,0.01374025974025974,0.308,0.014593,0.04737987012987013,0.308,0.014221999999999999,0.04617532467532467,0.308,0.008117,0.0263538961038961
40,0.194,0.000176,0.0009072164948453607,0.194,0.04104,0.2115463917525773,0.194,0.0,0.0,0.194,0.00035299999999999996,0.0018195876288659792,0.194,0.005333,0.027489690721649484,0.194,0.0012389999999999999,0.006386597938144329,0.194,0.001179,0.006077319587628865,0.194,0.002876,0.014824742268041237,0.194,0.0021089999999999998,0.010871134020618555,0.194,0.008947,0.046118556701030926,0.194,0.008924,0.046,0.194,0.0047929999999999995,0.024706185567010305
41,0.24900000000000003,0.000236,0.0009477911646586344,0.24900000000000003,0.044728,0.1796305220883534,0.24900000000000003,0.000225,0.0009036144578313252,0.24900000000000003,0.000561,0.002253012048192771,0.24900000000000003,0.009198999999999999,0.036943775100401595,0.24900000000000003,0.001668,0.006698795180722891,0.24900000000000003,0.001529,0.006140562248995983,0.24900000000000003,0.0037879999999999997,0.015212851405622486,0.24900000000000003,0.003359,0.013489959839357428,0.24900000000000003,0.011876,0.04769477911646586,0.24900000000000003,0.011582,0.0465140562248996,0.24900000000000003,0.006234,0.02503614457831325
42,0.25,0.00021899999999999998,0.0008759999999999999,0.25,0.046099,0.184396,0.25,0.0,0.0,0.25,0.003289,0.013156,0.25,0.007705,0.03082,0.25,0.0017059999999999998,0.006823999999999999,0.25,0.001483,0.005932,0.25,0.003535,0.01414,0.25,0.0032259999999999997,0.012903999999999999,0.25,0.011687,0.046748,0.25,0.011581,0.046324,0.25,0.006077,0.024308
43,0.304,0.000281,0.0009243421052631579,0.304,0.067924,0.2234342105263158,0.304,0.0,0.0,0.304,0.000576,0.0018947368421052633,0.304,0.013914,0.04576973684210526,0.304,0.002013,0.00662171052631579,0.304,0.0021809999999999998,0.007174342105263157,0.304,0.004578,0.015059210526315788,0.304,0.0040999999999999995,0.013486842105263156,0.304,0.014345,0.0471875,0.304,0.014029999999999999,0.04615131578947368,0.304,0.007715,0.025378289473684208
44,0.196,0.00018099999999999998,0.0009234693877551019,0.196,0.024953,0.1273112244897959,0.196,0.0,0.0,0.196,0.000377,0.001923469387755102,0.196,0.005778999999999999,0.029484693877551017,0.196,0.0012129999999999999,0.006188775510204081,0.196,0.001188,0.006061224489795919,0.196,0.0028339999999999997,0.014459183673469385,0.196,0.0022619999999999997,0.01154081632653061,0.196,0.008999,0.04591326530612245,0.196,0.009056,0.046204081632653056,0.196,0.004817,0.024576530612244896
45,0.25,0.000233,0.000932,0.25,0.061786,0.247144,0.25,0.0,0.0,0.25,0.000512,0.002048,0.25,0.008307,0.033228,0.25,0.0016539999999999999,0.0066159999999999995,0.25,0.0014739999999999998,0.005895999999999999,0.25,0.003679,0.014716,0.25,0.0029219999999999997,0.011687999999999999,0.25,0.011616,0.046464,0.25,0.011504,0.046016,0.25,0.00588,0.02352
46,0.25,0.000223,0.000892,0.25,0.038419999999999996,0.15367999999999998,0.25,0.0,0.0,0.25,0.0007019999999999999,0.0028079999999999997,0.25,0.010038,0.040152,0.25,0.001616,0.006464,0.25,0.0016409999999999999,0.0065639999999999995,0.25,0.003578,0.014312,0.25,0.003182,0.012728,0.25,0.011497,0.045988,0.25,0.011495,0.04598,0.25,0.0064979999999999994,0.025991999999999998
47,0.30100000000000005,0.00028399999999999996,0.0009435215946843851,0.30100000000000005,0.056228999999999994,0.18680730897009962,0.30100000000000005,0.0,0.0,0.30100000000000005,0.000584,0.0019401993355481725,0.30100000000000005,0.011956,0.039720930232558134,0.30100000000000005,0.002156,0.007162790697674417,0.30100000000000005,0.002085,0.006926910299003322,0.30100000000000005,0.004454,0.014797342192691026,0.30100000000000005,0.003796,0.01261129568106312,0.30100000000000005,0.013959,0.046375415282392016,0.30100000000000005,0.013944999999999999,0.04632890365448504,0.30100000000000005,0.007488,0.024877076411960127
48,0.198,0.000935,0.004722222222222221,0.198,0.045586999999999996,0.2302373737373737,0.198,0.0,0.0,0.198,0.007937,0.04008585858585858,0.198,0.022449,0.11337878787878787,0.198,0.003194,0.01613131313131313,0.198,0.001966,0.009929292929292928,0.198,0.004955,0.025025252525252527,0.198,0.005049,0.0255,0.198,0.009904,0.05002020202020201,0.198,0.009077,0.04584343434343434,0.198,0.0069559999999999995,0.035131313131313124
49,0.251,0.000762,0.0030358565737051793,0.251,0.041093,0.16371713147410358,0.251,0.00018199999999999998,0.0007250996015936254,0.251,0.002119,0.00844223107569721,0.251,0.012910999999999999,0.05143824701195219,0.251,0.0016899999999999999,0.006733067729083665,0.251,0.002257,0.00899203187250996,0.251,0.0038669999999999998,0.015406374501992032,0.251,0.003408,0.013577689243027888,0.251,0.012839999999999999,0.05115537848605577,0.251,0.011698,0.046605577689243026,0.251,0.007496,0.029864541832669324
50,0.25,0.00022999999999999998,0.0009199999999999999,0.25,0.061536,0.246144,0.25,0.0,0.0,0.25,0.000499,0.001996,0.25,0.0087,0.0348,0.25,0.001609,0.006436,0.25,0.0016079999999999998,0.006431999999999999,0.25,0.0038669999999999998,0.015467999999999999,0.25,0.003042,0.012168,0.25,0.011618999999999999,0.046475999999999996,0.25,0.011491,0.045964,0.25,0.006241,0.024964
51,0.312,0.000277,0.0008878205128205128,0.312,0.052937,0.16966987179487178,0.312,0.0,0.0,0.312,0.00067,0.0021474358974358974,0.312,0.013387999999999999,0.042910256410256406,0.312,0.0020729999999999998,0.006644230769230769,0.312,0.002829,0.009067307692307692,0.312,0.004781,0.015323717948717947,0.312,0.004267,0.013676282051282051,0.312,0.014733999999999999,0.04722435897435897,0.312,0.014407,0.04617628205128205,0.312,0.00805,0.02580128205128205
52,0.18400000000000002,0.00020999999999999998,0.0011413043478260866,0.18400000000000002,0.041038,0.22303260869565214,0.18400000000000002,0.0,0.0,0.18400000000000002,0.000381,0.0020706521739130433,0.18400000000000002,0.006547,0.03558152173913043,0.18400000000000002,0.001285,0.006983695652173912,0.18400000000000002,0.001647,0.008951086956521737,0.18400000000000002,0.002827,0.015364130434782608,0.18400000000000002,0.002555,0.013885869565217389,0.18400000000000002,0.008536,0.04639130434782608,0.18400000000000002,0.00856,0.046521739130434774,0.18400000000000002,0.004859,0.026407608695652167
